iso,lat,lng,type,count,label,info,precision
NPL,28.3009,84.1339,recipient,10,"Nepal, Beni, Tumbuk village - Solu Khumbu: Nepal, Beni: Budd","Nepal, open, 45 students",country
NPL,28.3009,84.1339,recipient,0,"Nepal, Gorkha: Nepal, Gorkha: Chaturmala higher secondary Sc","Nepal, open, 770 students",country
TUR,38.9321,35.5689,recipient,6,"Turkey, Demirköprü: Barada Schule der Hoffnung (Barada Syrie","Turkey, open, 120 students",country
ESP,40.4165,-3.70256,recipient,8,"Spain, Madrid: Ofrece a los chicos y chicas recursos que fav","Madrid, open, 19 students",city
MEX,20.67738,-103.34749,recipient,2,"Mexico, Guadalajara, Jalisco: Crear una aula virtual para qu","Guadalajara, open, 100 students",city
MAR,28.6876,-8.8172,recipient,7,"Morocco, Azemour: groupe d ecole dans une region rurale d az","Morocco, open, 222 students",country
NIC,12.8936,-85.0161,recipient,11,"Nicaragua, El Sauce: Public School Ruben Darío from el Sauce","Nicaragua, open, 78 students",country
AUT,47.6319,13.7978,recipient,0,"Austria, Hallein: Asyl, Hayat Hallein","Austria, completed, 20 students",country
TZA,-3.36667,36.68333,recipient,7,"Tanzania, Arusha: The Engilanget school was found by Anna Mo","Arusha, open, 210 students",city
CHN,34.75534,113.01137,recipient,20,"China, GongYi Shi: future4children","Gongyi, open, 100 students",city
DEU,51.52392,6.9285,recipient,1,"Germany, Bottrop: Wegweiser","Bottrop, completed, 10 students",city
KEN,-1.28333,36.81667,recipient,16,"Kenya, Nairobi: YSK Youth Support Kenya Skills Centre","Nairobi, completed, 60 students",city
ZWE,-18.927,29.7178,recipient,3,"Zimbabwe, Community of Hopely: School Project","Zimbabwe, completed, 100 students",country
GHA,5.80893,-0.35026,recipient,20,"Ghana, Nsawam: Ghana, Nsawam: African School of Hope","Nsawam, open, 110 students",city
ZMB,-12.80243,28.21323,recipient,23,"Zambia, Kitwe: Copperbelt Health Education Project (CHEP) - ","Kitwe, open, 50 students",city
DEU,51.43218,6.87967,recipient,19,"Germany, Mülheim an der Ruhr: Sprachförderungsraum für Flüch","Mülheim, completed, 40 students",city
GEO,41.69143,44.83412,recipient,14,"Georgia, Tibilisi: Union Healthy children (Friedensdorf)","Tbilisi, completed, 26 students",city
DEU,51.52392,6.9285,recipient,1,"Germany, Bottrop: Kreuzbund Suchtprävention an Schulen","Bottrop, completed, 20 students",city
DEU,52.39886,13.06566,recipient,25,"Germany, Potsdam: Germany, Potsdam: Refugees Emancipation Pr","Potsdam, completed, 300 students",city
LAO,19.8933,102.1525,recipient,10,"Laos, Luang Prabang: Kinderkulturzentrum Deutsch-Laotische G","Luang Prabang, completed, 80 students",city
UGA,1.2822,32.3437,recipient,9,"Uganda, LWEZA: SKY KIDS UGANDA EDUCATION PROJECT","Uganda, completed, 80 students",country
UGA,1.2822,32.3437,recipient,31,"Uganda, Kajjansi, Lweza, Zone B: St. Pauls school","Uganda, completed, 500 students",country
BLR,54.0985,28.3331,recipient,15,"Belarus, Zhodino: Mädchengymnasium (Initiative Tschernobyl-H","Horad Zhodzina, completed, 170 students",city
DEU,51.43218,6.87967,recipient,20,"Germany, Mülheim an der Ruhr: Flüchtlingshilfe Mülheim an de","Mülheim, completed, 284 students",city
NPL,28.3009,84.1339,recipient,14,"Nepal, Gerkhutar: Om Mane Public School","Nepal, open, 100 students",country
NPL,28.3009,84.1339,recipient,2,"Nepal, Charghare: New Nepal Primary School","Nepal, open, 67 students",country
ZAF,-28.5536,24.7525,recipient,27,"South Africa, Adelaide: Adelaide Primary School","South Africa, open, 841 students",country
MWI,-11.46556,34.02071,recipient,12,"Malawi, Mzuzu: With the help of computers, we can display id","Mzuzu, completed, 240 students",city
MWI,-11.46556,34.02071,recipient,13,"Malawi, Mzuzu: Use the laptops to help the Malawian create a","Mzuzu, open, 260 students",city
DEU,51.47805,6.8625,recipient,2,"Germany, Oberhausen: wellcome - Evangelisches Familienhilfsw","Oberhausen, completed, 40 students",city
LKA,7.4698,80.6217,recipient,3,"Sri Lanka, Matale: Vocational training center for carpenter ","Matale, completed, 15 students",city
GHA,5.58365,-0.10722,recipient,17,"Ghana, Teshie, Accra: Bethel Bridge Int.School | Deutsch-Gha","Teshi Old Town, open, 175 students",city
ESH,23.68477,-15.95798,recipient,6,"Western Sahara, Dajla: Dajla - Refugees Camp in Western Saha","Dakhla, open, 0 students",city
BIH,44.8825,16.15139,recipient,30,"Bosnia and Herzegovina, Bosanska Krupa (Nähe Bihac): Druga o","Bosanska Krupa, completed, 800 students",city
TGO,6.12874,1.22154,recipient,501,"Togo, Lome: Des sourires pour le Togo","Lomé, open, 1000 students",city
DEU,51.47805,6.8625,recipient,5,"Germany, Oberhausen: Die Kurbel Zentrum für Integration und ","Oberhausen, completed, 20 students",city
DEU,51.083,10.4262,recipient,11,"Germany, Miesbach: KOMM Schule für junge Flüchtlinge in Holz","Germany, completed, 30 students",country
PHL,12.52044,121.43851,recipient,4,"Philippines, Mansalay: Stiftunglife Students Project","Mansalay, open, 51 students",city
UGA,-1.28538,29.68497,recipient,5,"Uganda, Kisoro Town council : Peace Friends of Hope Foundati","Kisoro, completed, 200 students",city
BLR,54.0985,28.3331,recipient,31,"Belarus, Zhodino: Schule Nr 2 (Tschernobylhilfe eV)","Horad Zhodzina, completed, 200 students",city
CMR,3.86667,11.51667,recipient,20,"Cameroon, Yaoundé: CENTRE D’ACCUEIL ET DE VOLONTARIAT POUR O","Yaoundé, completed, 70 students",city
MLI,12.60915,-7.97522,recipient,25,"Mali, Bamako: MOURDIAH NIETA | AGT Africa GreenTec","Bamako, completed, 300 students",city
TZA,-10.26667,40.18333,recipient,19,"Tanzania, Mtwara: Call and Vision Secondary School","Mtwara, completed, 297 students",city
DEU,51.48165,7.21648,recipient,14,"Germany, Bochum: LPE NRW Computerkurse","Bochum, completed, 60 students",city
UGA,0.4175,32.02278,recipient,21,"Uganda, Mityana Town: JULINA MEMORIAL SCHOOL FOR THE DEAF (R","Mityana, completed, 105 students",city
UGA,0.4175,32.02278,recipient,26,"Uganda, Mityana town: FREMMA DAY AND BOARDING PRIMARY SCHOOL","Mityana, completed, 380 students",city
DEU,51.43247,6.76516,recipient,7,"Germany, Duisburg: Eventus Bildungszentrum","Duisburg, completed, 60 students",city
KEN,0.6899,37.9531,recipient,2,"Kenya, Lopiding: Kenya machakos primary school  Machakos ","Kenya, completed, 537 students",country
KEN,-0.42013,36.94759,recipient,0,"Kenya, Nyeri: Computer Lab for St. Anne's Ihithe Ranges Scho","Nyeri, completed, 170 students",city
ZAF,-25.87133,29.23323,recipient,8,"South Africa, Witbank: Sarahs Children „Something out of not","Emalahleni, completed, 20 students",city
USA,25.46872,-80.47756,recipient,8,"United States, Homestead: In our Community Learning Center h","Homestead, completed, 20 students",city
DEU,51.43247,6.76516,recipient,17,"Germany, Duisburg: Elly-Heuss-Knapp-Gymnasium","Duisburg, completed, 1000 students",city
TGO,8.98333,1.13333,recipient,20,"Togo, Sokodé: CENTRE GLOBAL | Aurore eV","Sokodé, open, 380 students",city
KEN,0.6899,37.9531,recipient,2,"Kenya, Lokichoggio: St. Mathews Nadome Pr School","Kenya, completed, 703 students",country
KEN,0.6899,37.9531,recipient,3,"Kenya, Lokichoggio: St.Cosmas Napopongoit Pr.School.","Kenya, completed, 703 students",country
DEU,51.52392,6.9285,recipient,3,"Germany, Bottrop: Nachhilfe und Jugendarbeit Helvalti eV","Bottrop, completed, 20 students",city
KEN,3.11988,35.59642,recipient,3,"Kenya, Lodwar: Kanamkemer Primary School","Lodwar, completed, 2254 students",city
KEN,3.11988,35.59642,recipient,3,"Kenya, Lodwar: Primary School","Lodwar, completed, 1400 students",city
BIH,44.1442,17.8347,recipient,25,"Bosnia and Herzegovina, Jezerski: Computerraum Schule Jezers","Bosnia and Herzegovina, completed, 520 students",country
BIH,44.1442,17.8347,recipient,18,"Bosnia and Herzegovina, Veliki Badic: Druga osnovna skola","Bosnia and Herzegovina, completed, 112 students",country
NPL,26.65422,86.20795,recipient,12,"Nepal, Siraha-1: Chandra Secondary School (Nepali Samaj e.V.","Siraha, completed, 1400 students",city
NPL,27.70169,85.3206,recipient,5,"Nepal, Kathmandu: The laptops will be used to enable a compu","Kathmandu, completed, 3 students",city
DEU,51.57077,6.98593,recipient,6,"Germany, Gladbeck: Primus Bildungszentrum","Gladbeck, completed, 80 students",city
PSE,31.50161,34.46672,recipient,0,"Palestinian Territory, Gaza: Computer room in a school","Gaza, completed, 240 students",city
CPV,15.0764,-23.634,recipient,10,"Cape Verde, Sal Rel: Schule Sal Rel","Cape Verde, completed, 40 students",country
KEN,-1.28333,36.81667,recipient,2,"Kenya, Nairobi: Amani Music School","Nairobi, open, 280 students",city
ZMB,-15.40669,28.28713,recipient,30,"Zambia, Lusaka: Morningstar Bible College","Lusaka, completed, 180 students",city
CIV,5.35444,-4.00167,recipient,4,"Ivory Coast, Abidjan : Reciclem tecnologia, compartim solida","Abidjan, completed, 4 students",city
VUT,-15.1891,166.8491,recipient,28,"Vanuatu, Tanna Island: Collège Technique et Lycée de Lowanat","Vanuatu, completed, 240 students",country
TZA,-6.82349,39.26951,recipient,5,"Tanzania, Dar es Salaam: Agape College","Dar es Salaam, open, 55 students",city
KEN,3.11988,35.59642,recipient,2,"Kenya, Lodwar: Kenya, Lokichoggio: Comboni Girls Primary Sch","Lodwar, completed, 477 students",city
KEN,0.6899,37.9531,recipient,2,"Kenya, Lokichoggio: Kenya, Lokichoggio: Lopiding Girls Secon","Kenya, completed, 470 students",country
KEN,0.6899,37.9531,recipient,2,"Kenya, Lokichoggio: Kenya, Lokichoggio: AIC Songot Secondary","Kenya, completed, 457 students",country
TZA,-6.3558,34.8183,recipient,0,"Tanzania, Kahe: Tansania, Kahe, Mpirani Secondary School","Tanzania, open, 400 students",country
ALB,41.32744,19.81866,recipient,10,"Albania, Tirane: HOPE Charity Center","Tirana, completed, 70 students",city
DEU,51.43247,6.76516,recipient,1,"Germany, Duisburg: Regenbogen","Duisburg, completed, 30 students",city
BRA,-22.28194,-42.53111,recipient,6,"Brazil, Nova Friburgo - Centenario: Portas Abertas Conselhei","Nova Friburgo, completed, 20 students",city
UGA,0.31628,32.58219,recipient,4,"Uganda, Kampala: help for Uganda (Rev Jjumba)","Kampala, completed, 12 students",city
MWI,-13.129,34.2344,recipient,10,"Malawi, Tsabango: Don Bosco Youth Technical Institute","Malawi, open, 875 students",country
KEN,-1.28333,36.81667,recipient,20,"Kenya, Nairobi: Africa Nazarene University","Nairobi, completed, 4000 students",city
TUR,38.9321,35.5689,recipient,0,"Turkey, Ölçülü / Kars: Dorfschule Ölçülü bei Kars","Turkey, open, 175 students",country
GMB,13.4286,-15.3834,recipient,1,"Gambia, Kuwonku: agriculture and education","Gambia, open, 250 students",country
MAR,28.6876,-8.8172,recipient,4,"Morocco, AIT ATTAB: AZILAL un groupe d ecole dans la rural r","Morocco, open, 198 students",country
DEU,51.47805,6.8625,recipient,10,"Germany, Oberhausen: Seiteneinsteigerkinder Elsa-Brändström-","Oberhausen, completed, 1060 students",city
BIH,44.81694,15.87083,recipient,30,"Bosnia and Herzegovina, Bosanska Otoka (Nähe Bihac): JU Osno","Bihać, completed, 564 students",city
TZA,-1.33167,31.81222,recipient,15,"Tanzania, Bukoba Kagera: Mugeza Mseto Primary School","Bukoba, completed, 39 students",city
UGA,0.31628,32.58219,recipient,1,"Uganda, Kampala: computer literacy at the child and elderly ","Kampala, open, 150 students",city
UKR,51.86296,33.4698,recipient,6,"Ukraine, Shostka: Computer class for disabled children","Shostka, completed, 21 students",city
DEU,50.93333,6.95,recipient,5,"Germany, Köln:  SprachFreude Flüchtlingsheim Mado","Köln, completed, 25 students",city
HRV,44.9119,16.6258,recipient,8,"Croatia, Selnica: Grundschule Selnica","Croatia, completed, 301 students",country
MWI,-13.96692,33.78725,recipient,0,"Malawi, Lilongwe : Taste of Malawi","Lilongwe, open, 10 students",city
GEO,41.69143,44.83412,recipient,4,"Georgia, Tiflis: Michael School","Tbilisi, completed, 250 students",city
ECU,-0.22985,-78.52495,recipient,9,"Ecuador, Quito: Centro Educativo y Solidario La Bota ","Quito, completed, 53 students",city
TZA,-6.82349,39.26951,recipient,7,"Tanzania, Dar es Salaam: Kigamboni Community Center","Dar es Salaam, open, 320 students",city
KHM,10.61041,104.18145,recipient,1,"Cambodia, Kampot: help for pupils and students Asienhilfe (W","Kampot, completed, 2 students",city
BIH,44.8825,16.15139,recipient,30,"Bosnia and Herzegovina, Bosanska Krupa: Prva Osnovna skola (","Bosanska Krupa, completed, 654 students",city
DEU,51.52392,6.9285,recipient,3,"Germany, Bottrop: InNatura","Bottrop, completed, 3 students",city
NPL,28.3009,84.1339,recipient,3,"Nepal, kanku 9 mera chhyngmiteng  Solukhumbu : Chhyngmiteng ","Nepal, open, 45 students",country
CUB,21.38083,-77.91694,recipient,12,"Cuba, Camaguey: Kinderhilfsorganisation Camaquito","Camagüey, completed, 50 students",city
DEU,51.43247,6.76516,recipient,5,"Germany, Duisburg: Rhein Ruhr Bildungsverein eV","Duisburg, completed, 50 students",city
NPL,28.3009,84.1339,recipient,10,"Nepal, Solukhumbu: Shree  Juving Secondary School Jubing  2 ","Nepal, completed, 285 students",country
UGA,1.2822,32.3437,recipient,23,"Uganda, Kyengere: St. Aloysius-Schule | Menschenbrücke e.V.","Uganda, open, 508 students",country
BIH,44.81694,15.87083,recipient,31,"Bosnia and Herzegovina, Bihac: Hauptschule Harmani 2","Bihać, completed, 800 students",city
BIH,45.18497,15.80579,recipient,21,"Bosnia and Herzegovina, Velika Kladuša: Prva osnovna škola V","Velika Kladuša, completed, 70 students",city
TZA,-10.26667,40.18333,recipient,50,"Tanzania, Mtwara: Montessori Teachers Training College | Kon","Mtwara, completed, 100 students",city
DEU,51.57077,6.98593,recipient,0,"Germany, Gladbeck: Deutsch für Asylbewerber im Dietrich-Bonh","Gladbeck, completed, 70 students",city
ESP,28.2977,-16.538,recipient,25,"Spain, Lliçà de Vall: Sala de Informática  FUNDACIO PRIVADA ","Spain, open, 24 students",country
CPV,15.0764,-23.634,recipient,11,"Cape Verde, Santa Maria: Hilfe für die Kinder von Terra Boa","Cape Verde, completed, 60 students",country
ZMB,-16.80889,26.9875,recipient,18,"Zambia, CHOMA: NJASE COMPUTER LAB","Choma, open, 925 students",city
TZA,-6.3558,34.8183,recipient,0,"Tanzania, Kahe: Tansania, Moshi, Kahe, Mapogini Secondary Sc","Tanzania, completed, 500 students",country
TZA,-6.3558,34.8183,recipient,0,"Tanzania, Kahe: Tansania, Moshi, Kahe, Orissa Primary School","Tanzania, completed, 1500 students",country
VNM,16.5173,105.9134,recipient,10,"Vietnam, Tam Phuoc Village, Long Thanh District: Laptops for","Vietnam, completed, 100 students",country
VNM,10.82302,106.62965,recipient,20,"Vietnam, Ho Chi Minh: Laptops for Viet Orphans","Ho Chi Minh City, completed, 100 students",city
DEU,51.43218,6.87967,recipient,47,"Germany, Mülheim an der Ruhr: Home Schooling , Integrationss","Mülheim, completed, 60 students",city
PHL,14.6042,120.9822,recipient,0,"Philippines, Manila: Cacao Plantation Philippines support","Manila, open, 500 students",city
BIH,44.8825,16.15139,recipient,11,"Bosnia and Herzegovina, Bosanska Krupa: Ausbildungsförderung","Bosanska Krupa, completed, 30 students",city
TZA,-3.35,37.33333,recipient,25,"Tanzania, Moshi Urban: Kilimanjaro Vicoba Network (KIVINET)","Moshi, completed, 15000 students",city
DEU,51.43247,6.76516,recipient,88,"Germany, Duisburg: Förderung Duisburger Schulklassen (Bürger","Duisburg, completed, 100 students",city
TZA,-6.3558,34.8183,recipient,0,"Tanzania, Kahe: Tansania, Moshi, Kahe, Mpirani Secondary Sch","Tanzania, completed, 400 students",country
SLE,8.48714,-13.2356,recipient,1,"Sierra Leone, Freetown: Sierra Leone, Landwirtschaftsuni,Stu","Freetown, completed, 2500 students",city
TZA,-8.85,34.83333,recipient,35,"Tanzania, Makambako: Sigrid Primary School","Makumbako, completed, 800 students",city
ETH,8.7294,39.9149,recipient,10,"Ethiopia, Fessa: Digital Literacy for Fessa Primary School S","Ethiopia, completed, 195 students",country
GNB,11.86357,-15.59767,recipient,21,"Guinea-Bissau, Bissau: IOGT-Jes Primarschule","Bissau, open, 100 students",city
DEU,51.33962,12.37129,recipient,0,"Germany, Leipzig: Students for Students – Refugees welcome@H","Leipzig, completed, 7 students",city
KEN,0.6899,37.9531,recipient,20,"Kenya, Mitume: Community Capacity Building through ICT (Leap","Kenya, completed, 200 students",country
KEN,-1.03326,37.06933,recipient,5,"Kenya, Donyo-Sabuk at Thika: Empowerment of young people (Le","Thika, completed, 40 students",city
IRL,52.65417,-7.25222,recipient,4,"Ireland, Kilkenny: TASK Involvement Centre Kilkenny","Kilkenny, open, 80 students",city
DEU,51.083,10.4262,recipient,10,"Germany, Pappenheim: Learning with digital support, above al","Germany, completed, 190 students",country
BLR,54.0985,28.3331,recipient,22,"Belarus, Zhodino: Sozialstation Jugendbetreuung (Tschernobyl","Horad Zhodzina, completed, 50 students",city
DEU,51.50508,7.09654,recipient,5,"Germany, Gelsenkirchen: Primus Bildungszentrum e.V.","Gelsenkirchen, completed, 40 students",city
DEU,49.45421,11.07752,recipient,4,"Germany, Nürnberg: Hilfe für Eltern und Kind Nürnberg","Nürnberg, completed, 6 students",city
DEU,51.46667,6.76667,recipient,4,"Germany, Duisburg-Meiderich: Förderung Schüler_innen GGS Hei","Meiderich, completed, 308 students",city
CMR,4.04827,9.70428,recipient,2,"Cameroon, Douala: HELP EXTENSION GROUP(HEG)","Douala, completed, 40 students",city
COD,-3.3386,23.4198,recipient,10,"Congo (Kinshasa), Ville d'Aru, Province de l'Ituri, North-DR","Congo (Kinshasa), open, 70 students",country
TZA,-2.51667,32.9,recipient,4,"Tanzania, Mwanza: Huruma School and Education - INTERTEAM","Mwanza, open, 48 students",city
NGA,6.44132,7.49883,recipient,50,"Nigeria, Enugu: Aru-Ngwa Community High School","Enugu, completed, 200 students",city
BIH,44.1442,17.8347,recipient,35,"Bosnia and Herzegovina, Konjevic Polje: Education Center Nov","Bosnia and Herzegovina, completed, 120 students",country
DEU,50.73438,7.09549,recipient,15,"Germany, Bonn: Ferienfreizeiten des Teckids e.V. (FrogLabs u","Bonn, completed, 800 students",city
ZMB,-15.40669,28.28713,recipient,20,"Zambia, Lusaka: Ramah Naioth Christian School","Lusaka, completed, 350 students",city
PRY,-23.4219,-58.3891,recipient,7,"Paraguay, Primavera: Primavera Indio Center","Paraguay, open, 130 students",country
THA,18.79038,98.98468,recipient,0,"Thailand, Omkoi Chiangmai: Jaluntam Internat","Chiang Mai, open, 186 students",city
TZA,-6.3558,34.8183,recipient,20,"Tanzania, Zansibar: EDEN International School","Tanzania, completed, 138 students",country
UGA,0.31628,32.58219,recipient,20,"Uganda, Kampala: Ebenezer Christian Secondary School","Kampala, completed, 320 students",city
ZMB,-15.40669,28.28713,recipient,20,"Zambia, Lusaka: Chalom Montessori School","Lusaka, completed, 284 students",city
ZMB,-15.40669,28.28713,recipient,20,"Zambia, Lusaka Makeni: Bayuni School","Lusaka, completed, 2100 students",city
MEX,20.67738,-103.34749,recipient,1,"Mexico, Guadalajara: ATENCIÓN INTEGRAL A LOS HIJOS DE LOS PR","Guadalajara, open, 0 students",city
GMB,13.43833,-16.67806,recipient,16,"Gambia, Serekunda: Millora de les condicions de vida dels in","Serekunda, open, 150 students",city
DEU,51.33645,6.55381,recipient,0,"Germany, Krefeld: Integration von Flüchtlingskindern an der ","Krefeld, completed, 352 students",city
DEU,51.083,10.4262,recipient,5,"Germany, Cremlingen: Flüchtlingshilfe Schandelah","Germany, completed, 50 students",country
DEU,52.52437,13.41053,recipient,22,"Germany, Berlin: Refugees on Rails","Berlin, completed, 50 students",city
DEU,53.62937,11.41316,recipient,9,"Germany, Schwerin: Deutsch- und Integrationsunterricht für G","Schwerin, completed, 23 students",city
MMR,19.9012,97.0889,recipient,3,"Myanmar, Thazin: Thazin Secondary School (Hilfswerk Myanmar ","Myanmar, open, 90 students",country
MMR,19.9012,97.0889,recipient,2,"Myanmar, Thazin: Thazin Primary School (Hilfswerk Myanmar eV","Myanmar, open, 40 students",country
MMR,19.9012,97.0889,recipient,2,"Myanmar, Tit Phyu Village: Tit Phyu Village School (Hilfswer","Myanmar, completed, 80 students",country
MMR,19.9012,97.0889,recipient,4,"Myanmar, Stone Village: Stone Village School (Hilfswerk Myan","Myanmar, open, 50 students",country
TZA,-6.3558,34.8183,recipient,1,"Tanzania, Dar es Saalam: Bunju B Primary school","Tanzania, open, 400 students",country
KHM,13.36179,103.86056,recipient,17,"Cambodia, Siem Reap: Computer Room for Teryao Elementary Sch","Siem Reap, completed, 1500 students",city
GHA,6.38706,-0.37738,recipient,4,"Ghana, Begoro: Rehabilitation Centre The Salvation Army","Begoro, open, 69 students",city
ESP,41.38879,2.15899,recipient,6,"Spain, Barcelona: Centre Obert Joan Salvador Gavina","Barcelona, open, 135 students",city
CPV,15.0764,-23.634,recipient,0,"Cape Verde, Sal Rei / Capo Verde: escola primaria Joao Galeg","Cape Verde, completed, 44 students",country
DEU,51.083,10.4262,recipient,15,"Germany, Hasbergen: Flüchtlingsforum Hasbergen","Germany, completed, 20 students",country
NPL,27.70169,85.3206,recipient,18,"Nepal, Kathmandu Bodnath: Kailash Bodhi Secondar y Boarding ","Kathmandu, open, 1000 students",city
KEN,-1.28333,36.81667,recipient,26,"Kenya, Nairobi: Kenya, Nairobi, Street Boys in Dagoretti","Nairobi, completed, 180 students",city
KEN,-1.28333,36.81667,recipient,5,"Kenya, Nairobi: Bright Education Centre (Mpito eV)","Nairobi, completed, 72 students",city
KEN,-1.28333,36.81667,recipient,7,"Kenya, Nairobi: Daystar Junior Educational Centre Mabatini (","Nairobi, completed, 320 students",city
KEN,-1.28333,36.81667,recipient,8,"Kenya, Nairobi: Destiny Community Education Centre (Mpito eV","Nairobi, completed, 509 students",city
KEN,-1.28333,36.81667,recipient,0,"Kenya, Nairobi: Mathare Wisdom Care Centre (Mpito eV)","Nairobi, completed, 274 students",city
KEN,-1.28333,36.81667,recipient,5,"Kenya, Nairobi: Star Educational Centre (Mpito eV)","Nairobi, completed, 251 students",city
KEN,-1.28333,36.81667,recipient,5,"Kenya, Nairobi: Success Care Centre (Mpito eV)","Nairobi, completed, 274 students",city
DEU,51.083,10.4262,recipient,12,"Germany, Windeck-Leuscheid: Flüchtlingshilfe Evgl Kirchengem","Germany, completed, 80 students",country
DEU,48.17904,11.2547,recipient,15,"Germany, Fürstenfeldbruck: Erstaufnahmelager (Refugees Onlin","Fürstenfeldbruck, completed, 1600 students",city
MDG,-19.86586,47.03333,recipient,41,"Madagascar, Antsirabe: Kinderhilfe Madagaskar","Antsirabe, open, 400 students",city
LBR,6.5201,-9.259,recipient,46,"Liberia, Margibi: TVET HELOG Academy","Liberia, open, 60 students",country
NPL,28.3009,84.1339,recipient,1,"Nepal, Phulkharka: Mandali-Technical-School (for Agriculture","Nepal, completed, 9 students",country
NAM,-21.9086,18.1645,recipient,23,"Namibia, Usakos: Anistémi College and Training Centre (Kinde","Namibia, completed, 40 students",country
GMB,13.4286,-15.3834,recipient,19,"Gambia, Sanyany: Projekte des Kindergarten Meschede eV in Ga","Gambia, completed, 20 students",country
DEU,51.43247,6.76516,recipient,20,"Germany, Duisburg:  Deutsch-Sprachkurse für Geflüchtete aus ","Duisburg, completed, 35 students",city
BIH,44.96694,15.94306,recipient,30,"Bosnia and Herzegovina, Cazin: JUI SREDNJA SKOLA (Leben und ","Cazin, completed, 730 students",city
DEU,52.47093,9.84179,recipient,11,"Germany, Isernhagen: Politik zum Anfassen eV","Isernhagen Farster Bauerschaft, completed, 1000 students",city
EGY,30.06263,31.24967,recipient,15,"Egypt, Cairo: Community Center - Bildung für Kinder der Müll","Cairo, completed, 35 students",city
GHA,6.09408,-0.25913,recipient,4,"Ghana, Koforidua: Catholic School","Koforidua, completed, 50 students",city
DEU,51.61379,7.19738,recipient,12,"Germany, Recklinghausen: Flüchtlingscafe (Freifunk)","Recklinghausen, completed, 24 students",city
BOL,-17.39228,-66.27838,recipient,7,"Bolivia, Quillacollo: Berufsschule Sayarinapaj (Bildung blei","Quillacollo, completed, 15 students",city
DEU,51.22172,6.77616,recipient,5,"Germany, Düsseldorf: Computerkurse Düssel-buntu eV","Düsseldorf, completed, 10 students",city
COL,3.43054,-76.5199,recipient,9,"Colombia, Cali: Schule für Strassenkinder (Schule fürs Leben","Cali, open, 300 students",city
DEU,51.28635,7.29388,recipient,0,"Germany, Schwelm: Willkommensinitiative Schwelm","Schwelm, completed, 500 students",city
SEN,14.78944,-16.92602,recipient,7,"Senegal, Thiès:  École Saint-Anne","Thiès, completed, 197 students",city
DEU,51.19807,6.68504,recipient,6,"Germany, Neuss: Computerkurse für Flüchtlings- und Tages-Obd","Neuss, completed, 70 students",city
DEU,50.9856,7.13298,recipient,20,"Germany, Bergisch Gladbach: Deutschkurse Flüchtlingsunterkun","Bergisch Gladbach, completed, 60 students",city
DEU,51.43247,6.76516,recipient,16,"Germany, Duisburg: James-Rizzi Schule","Duisburg, completed, 214 students",city
DEU,50.93333,6.95,recipient,3,"Germany, Köln: Betreuung unbegleiteter minderjähriger Flücht","Köln, completed, 14 students",city
SEN,14.2289,-14.6109,recipient,12,"Senegal, Podor: Projecte d’equipament informàtic per a l’ins","Senegal, completed, 411 students",country
SEN,14.2289,-14.6109,recipient,8,"Senegal, Podor: Projecte d’equipament informàtic per a l’esc","Senegal, open, 371 students",country
CHL,-37.8294,-70.7686,recipient,0,"Chile, Independencia: CORPORACIÓN COLECTIVO SIN FRONTERAS","Chile, open, 60 students",country
DEU,51.43218,6.87967,recipient,8,"Germany, Mülheim an der Ruhr: Netzwerk Broich","Mülheim, completed, 40 students",city
ROU,46.38333,23.85,recipient,0,"Romania, Ocna Mures: Orphanage and Youth Welfare Training an","Ocna Mureş, completed, 280 students",city
DEU,51.43247,6.76516,recipient,20,"Germany, Duisburg: Hans-Christian-Andersen Gemeinschaftsgrun","Duisburg, completed, 191 students",city
BIH,44.1442,17.8347,recipient,60,"Bosnia and Herzegovina, Bosanski Petrovac: Grundschule Ahmet","Bosnia and Herzegovina, completed, 627 students",country
HTI,18.8835,-72.8929,recipient,0,"Haiti, Titanyen: Haiti Community Work","Haiti, open, 300 students",country
SEN,16.01793,-16.48962,recipient,2,"Senegal, St.Louis: Lycée Cheikh Omar Foutiyou Tall LCOFT (Er","Saint-Louis, open, 2000 students",city
GMB,13.4286,-15.3834,recipient,0,"Gambia, Wassu: Niani Upper and Senior Secondary School and N","Gambia, open, 700 students",country
CMR,6.2942,12.9485,recipient,0,"Cameroon, Bazou: Lycee Bilingue de Bazou","Cameroon, open, 900 students",country
TZA,-6.3558,34.8183,recipient,7,"Tanzania, Bugene, Karagwe-Kagera: BUSHANGARO COMMUNITY POVER","Tanzania, completed, 40 students",country
PHL,15.5865,121.8221,recipient,4,"Philippines, Luyang, Carmen: Luyang Elementary School","Philippines, open, 130 students",country
NGA,6.45407,3.39467,recipient,16,"Nigeria, Lagos: Bishop Ajayi Crowther Memorial Grammar Schoo","Lagos, open, 300 students",city
AUT,47.79941,13.04399,recipient,2,"Austria, Salzburg: Austria, Salzburg, technical support","Salzburg, completed, 30 students",city
DEU,51.43218,6.87967,recipient,14,"Germany, Mülheim an der Ruhr: Betreuung und Begleitung von m","Mülheim, completed, 14 students",city
TZA,-1.33167,31.81222,recipient,2,"Tanzania, Bukoba: Nyaishozi Primary School Jambo Bukoba e.V.","Bukoba, open, 952 students",city
NPL,28.3009,84.1339,recipient,13,"Nepal, Lagankhel: Hilfe für Dorfschulen und Kinderdorf Kalan","Nepal, open, 15 students",country
