iso,lat,lng,type,count,label,info,precision
TZA,-6.1773364,39.223289,recipient,10,"Tanzania, Mwanakwerekwe, Stone Town: ZASO Zanzibar Aids Asso","Mwanakwerekwe, Kwa Mchina Mwanzo, Magharibi B, Unguja Mjini Magharibi, Zanzibar زنجبار, 71201, Tanzania, completed, 30 students",city
TZA,-6.1626528,39.1896552,recipient,15,"Tanzania, Stone Town: Zanzibar PLCI school","Stone Town مدينة زنجبار الحجرية, Mkunazini, Mjini, Unguja Mjini Magharibi, Zanzibar زنجبار, 71101, Tanzania, completed, 130 students",city
TGO,8.7800265,1.0199765,recipient,4,"Togo, Balanka via Tchamba: School Library in Balanka, Togo","Togo, open, 2000 students",city
MAR,31.0999166,-4.0140878,recipient,5,"Morocco, Merzouga: This is a Berber women project - learn to","Merzouga ⵎⴰⵔⵣⵓⴳⴰ مرزوكة, Et-taous ⵟⴰⵡⵙ الطاوس, Caïdat de Taouz, Cercle d'Er-Rissani, Province d'Errachidia إقليم الرشيدية, Drâa-Tafilalet ⴷⴰⵔⵄⴰ-ⵜⴰⴼⵉⵍⴰⵍⵜ درعة تافيلالت, Maroc ⵍⵎⵖⵔⵉⴱ المغرب, completed, 25 students",city
PAK,35.2974594,75.6411195,recipient,7,"Pakistan, SKARDU (BALTISTAN, GILGIT BALTISTAN): Aid program ","نیشنل بینک آف پاکستان, Hameed Garh Road, سکردو, سکردو تحصیل, ضلع سکردو, بلتستان ڈویژن, گلگت بلتستان, پاکستان, completed, 18 students",city
SEN,14.693425,-17.447938,recipient,40,"Senegal, Dakar: Ecole Elémentaire Joseph Gomis | Donaly Malu","Dakar, Région de Dakar, Sénégal, completed, 300 students",city
KEN,-1.2790046,37.3952698,recipient,0,"Kenya, Machakos: Pascal Machakos is an Information Technolog","Machakos, Kenya, open, 60 students",city
KHM,13.3617562,103.8590321,recipient,7,"Cambodia, Siem Reap: Using computer to assist teaching Engli","ក្រុងសៀមរាប, សៀមរាប, ខេត្តសៀមរាប, 123456, ព្រះរាជាណាចក្រ​កម្ពុជា, completed, 500 students",city
SLE,7.8859723,-11.1863832,recipient,7,"Sierra Leone, Kenema: Computer resources for the computer la","Kenema, Kenema District, Eastern Province, Sierra Leone, completed, 1000 students",city
PHL,14.5904492,120.9803621,recipient,2,"Philippines, Manila: Providing computer education & internet","Manila, Capital District, Metro Manila, Philippines, completed, 35 students",city
THA,19.9480922,99.8794568,recipient,15,"Thailand, Chiangrai: 提供筆電讓學校的同學老師使用，除了讓學生更加熟悉電腦的操作之外，也能提供給老師","ท่าอากาศยานเชียงราย, 404, ถนน เวียงบูรพา, บ้านป่าแดง, คลองหวาย, เทศบาลนครเชียงราย, นางแล, อำเภอเมืองเชียงราย, จังหวัดเชียงราย, 57100, ประเทศไทย, completed, 278 students",city
KHM,10.9358547,104.7796413,recipient,1,"Cambodia, Takeo: To provide computer education & internet ac","ខេត្តតាកែវ, ព្រះរាជាណាចក្រ​កម្ពុជា, completed, 40 students",city
BLZ,17.5002768,-88.1988737,recipient,14,"Belize, Belize City: Computer Training Program on Ubuntu and","Belize City, Belize District, Belize, completed, 15 students",city
KHM,12.6783017,106.0581733,recipient,1,"Cambodia, Kratie: To provide computer education & internet a","ខេត្តក្រចេះ, ព្រះរាជាណាចក្រ​កម្ពុជា, completed, 60 students",city
TZA,-3.3696827,36.6880794,recipient,2,"Tanzania, Arusha: Enhancing the Quality of Teaching and Lear","Arusha, Arusha Municipal, Arusha, Northern Zone, 23103, Tanzania, completed, 450 students",city
TZA,-1.4998186,33.8083018,recipient,5,"Tanzania, Musoma: Enabling the production of Audio Visual Le","Musoma, Musoma Municipal, Mara, Lake Zone, 31100, Tanzania, completed, 40 students",city
KHM,13.3599016,103.8614609,recipient,2,"Cambodia, Krong Siem Reap: Kid Drop Out Project & computer t","PHARMACY YEUNG KRONG SIEM REAP (OUR PHARMACY), វិថី អាចារ្យហែមចៀវ, ក្រុងសៀមរាប, សៀមរាប, ខេត្តសៀមរាប, 171209, ព្រះរាជាណាចក្រ​កម្ពុជា, completed, 900 students",city
NIC,11.3692021,-86.1191456,recipient,2,"Nicaragua, Tola:  Formación Fenix uses powerpoint presentati","Tola, Rivas, 48500, Nicaragua, completed, 22 students",city
KEN,0.2558,34.2258,recipient,0,"Kenya, Sega Town: Improve the living standards of communitie","Sega, North Ugenya ward, Ugenya, Siaya, Kenya, open, 16 students",city
NIC,13.2623394,-86.6858039,recipient,2,"Nicaragua, Cusmapa: Apoyar a la población infantil de la esc","San José de Cusmapa, Madriz, 35600, Nicaragua, completed, 200 students",city
KEN,-1.302398,36.8288509,recipient,9,"Kenya, Nairobi: Shiroz Library & Resource Centre","Nairobi, Zimmerman, Soko ya Mawe, Nairobi, Kenya, completed, 200 students",city
ESP,41.3825802,2.177073,recipient,9,"Spain, Barcelona: Sant Joan de Déu Serveis Socials Barcelona","Barcelona, Barcelonès, Barcelona, Catalunya, España, completed, 10 students",city
SLE,8.687062,-12.5437429,recipient,18,"Sierra Leone, Lunsar: Saint John of God Catholic Hospital","Lunsar, Marampa Chiefdom, Port Loko District, North Western Province, Sierra Leone, completed, 256 students",city
KEN,-1.2584151,36.8712653,recipient,3,"Kenya, Mathare, Nairobi: Keepod Unite Mathare Project | Phas","Mathare, Nairobi, Zimmerman, Soko ya Mawe, Nairobi, Kenya, open, 0 students",city
GIN,9.5170602,-13.6998434,recipient,8,"Guinea, Conakry: ecole franco arabe Matoto Marché","Conakry, Guinée, open, 117 students",city
NAM,-21.4028663,20.4359601,recipient,1,"Namibia, Epukiro: Epukiro Post 3 Junior Secondary School","Epukiro, Namibia, open, 200 students",city
NAM,-22.4495283,18.9724666,recipient,2,"Namibia, Gobabis: Cheeky Cheetah Kids Harnas.org","Gobabis, Omaheke Region, 11001, Namibia, completed, 200 students",city
KEN,-1.2584151,36.8712653,recipient,10,"Kenya, Mathare, Nairobi: Keepod Unite Mathare Project","Mathare, Nairobi, Zimmerman, Soko ya Mawe, Nairobi, Kenya, completed, 1500 students",city
LAO,18.1331499,101.6436662,recipient,10,"Laos, Vientiane and Luang Prabang: help for pupils and stude","this road is sealed from vientiane to sayaboury and up to luang prabang. this particular part till bridge at Pak Lay in potholed, 11, ນາສັກ, ຊະນະຄາມ, ວຽງຈັນ, ປະເທດລາວ, completed, 10 students",city
MMR,16.7967129,96.1609916,recipient,2,"Myanmar, Yangon: help for pupils and students Asienhilfe (W.","ရန်ကုန်မြို့, ရန်ကုန်တိုင်းဒေသကြီး, မြန်မာ, completed, 3 students",city
UGA,0.3177137,32.5813539,recipient,8,"Uganda, Kampala: Her Tomorrow Project","Kampala, Central Region, Uganda, open, 10 students",city
COD,-4.3196982,15.3424196,recipient,111,"Congo (Kinshasa), Kinshasa: Leadership Academia University |","Kinshasa, République démocratique du Congo, completed, 1030 students",city
PER,-12.121498,-77.0259064,recipient,12,"Peru, Miraflores: Estamos creando bibliotecas y necesitamos ","Miraflores, Lima, Lima Metropolitana, Lima, Perú, completed, 100 students",city
IND,22.3511148,78.6677428,recipient,3,"India, Sutrehar: Dhauladhar Convent School (World Unite)","India, open, 250 students",city
MEX,31.8658887,-116.602983,recipient,2,"Mexico, Ensenada: Support indigenous communities from Baja C","Ensenada, Municipio de Ensenada, Baja California, México, completed, 32 students",city
TZA,-1.56333,31.12111,recipient,39,"Tanzania, Ihanda Karagwe: Community Secondary school in Ihan","Ihanda, Karagwe, Kagera, Lake Zone, Tanzania, completed, 480 students",city
KEN,-4.05052,39.667169,recipient,1,"Kenya, Mombasa: Bright Montessori Junior Centre in Ukunda","Mombasa, Tononoka ward, Mvita, Mombasa, 80100, Kenya, open, 35 students",city
BIH,44.199828,17.9093012,recipient,4,"Bosnia and Herzegovina, Zenica: LOTOS Informationszentrum fü","Zenica, Grad Zenica, Zeničko-dobojski kanton, Federacija Bosne i Hercegovine, 72000, Bosna i Hercegovina / Босна и Херцеговина, completed, 50 students",city
BIH,44.199828,17.9093012,recipient,4,"Bosnia and Herzegovina, Zenica: Organisation Pomozi.ba","Zenica, Grad Zenica, Zeničko-dobojski kanton, Federacija Bosne i Hercegovine, 72000, Bosna i Hercegovina / Босна и Херцеговина, completed, 150 students",city
POL,50.9597094,16.6264079,recipient,21,"Poland, Bystrzyca: ZSO Bystrzyca Kłodzka ","Bystrzyca, województwo dolnośląskie, Polska, completed, 600 students",city
LKA,6.7681528,80.9602296,recipient,4,"Sri Lanka, Haputale: Sri Lanka, Haputale: Schools Support Fa","Haputale, Badulla District, Uva Province, 90160, Sri Lanka, completed, 20 students",city
ARM,40.1777112,44.5126233,recipient,5,"Armenia, Yerevan: Children Association of Armenia (Friedensd","Երևան, Հայաստան, completed, 10 students",city
TZA,-3.3486456,37.3435249,recipient,23,"Tanzania, Moshi: Computer Training Centre MIT TAREO (World U","Moshi, Moshi Urban, Kilimanjaro, Northern Zone, 25107, Tanzania, completed, 60 students",city
MEX,18.4658011,-97.3978348,recipient,0,"Mexico, Tehuacán: Somos una organización de mujeres trabajad","Tehuacán, Puebla, México, open, 24 students",city
PHL,12.7503486,122.7312101,recipient,27,"Philippines, Panabo City (Mindanao): Mindanao Life Enrichmen","Philippines, completed, 129 students",city
ROU,45.63984,21.2599292,recipient,11,"Romania, Timis: Romania, Timis: Educational Center in Church","Timiș, România, completed, 20 students",city
LKA,6.140753,80.1028181,recipient,11,"Sri Lanka, Hikkaduwa: The project 'THARUMUTHU preschool' gav","Hikkaduwa, Galle District, Southern Province, Sri Lanka, completed, 55 students",city
GHA,5.085879,-1.350578,recipient,0,"Ghana, Elmina, Eguafo: Sankofa Preparatory School (World Uni","Elmina, Komenda/Edina/Eguafo/Abirem Municipal District, Central Region, Ghana, open, 450 students",city
TZA,-6.1626528,39.1896552,recipient,1,"Tanzania, Stone Town: Amani ZAFSA Zansibar Football Standard","Stone Town مدينة زنجبار الحجرية, Mkunazini, Mjini, Unguja Mjini Magharibi, Zanzibar زنجبار, 71101, Tanzania, open, 50 students",city
ZAF,-25.8762409,29.2099962,recipient,12,"South Africa, Witbank: Blessings Childrens ministry | GS Mei","eMalahleni, Emalahleni Local Municipality, Nkangala, Mpumalanga, 1034, South Africa, completed, 250 students",city
GMB,13.438762,-16.674807,recipient,6,"Gambia, Serrekunda: AIM project for blind students","Serrekunda, Kanifing, Gambia, completed, 10 students",city
MOZ,-25.966213,32.56745,recipient,4,"Mozambique, Maputo: Eye health training to students from Moz","Cidade de Maputo, Zona Sul, Moçambique, completed, 30 students",city
MEX,18.7465102,-96.9667561,recipient,3,"Mexico, Poxcautla, Tequila: Acceso a las TICs de escuela ind","Poxcautla, Tequila, Veracruz, 95016, México, open, 49 students",city
GHA,5.288944,-2.772551,recipient,13,"Ghana, Elubo: Volunteering destination changed from Sierra L","Elubo, Jomoro Municipal District, Western Region, Ghana, completed, 1000 students",city
KEN,0.01403,37.074632,recipient,0,"Kenya, Nanyuki: Computers will be given to Club Rafiki to su","Nanyuki, Laikipia East, Laikipia, Kenya, open, 100 students",city
TZA,-3.3486456,37.3435249,recipient,0,"Tanzania, Moshi: Create new class room for the little school","Moshi, Moshi Urban, Kilimanjaro, Northern Zone, 25107, Tanzania, completed, 40 students",city
RWA,-1.4608823,29.8011989,recipient,8,"Rwanda, Burera: Desarrollar el conocimiento de nuestros alum","Burera District, Northern Province, Rwanda, completed, 55 students",city
MMR,21.9596834,96.0948743,recipient,34,"Myanmar, Mandalay: Stiftunglife Students Project","မန္တလေး, မန္တလေးမြို့, မန္တလေးတိုင်း, 05024, မြန်မာ, completed, 88 students",city
GHA,5.1301756,-1.2039271,recipient,26,"Ghana, Moree: Moree Senior High Technical School | St. Hilde","Moree, Abura/Asebu/Kwamankese District, Central Region, Ghana, completed, 200 students",city
DEU,51.434999,6.759562,recipient,8,"Germany, Duisburg: Private Familien- und Flüchtlingshilfe","Duisburg, Nordrhein-Westfalen, Deutschland, completed, 10 students",city
NPL,27.708317,85.3205817,recipient,9,"Nepal, Kathmandu: Manjushree Community School","काठमाडौँ महानगरपालिका, काठमाडौं जिल्ला, बागमती प्रदेश, नेपाल, open, 80 students",city
LAO,18.0276541,104.6551617,recipient,36,"Laos, Ban Nakang: Introduce/educate secondary school student","Ban Nakang, ເມືອງຄູນຄຳ, ຄໍາມ່ວນ, ປະເທດລາວ, open, 400 students",city
ECU,-1.2422413,-78.6287594,recipient,2,"Ecuador, Ambato, Tungurahua: ","Ambato, Tungurahua, Ecuador, completed, 100 students",city
GHA,5.1054516,-1.2840499,recipient,1692,"Ghana, Cape Coast Ghana: The Laptops will be used to train e","Univeristy (Cape Coast) Post Office, Apewosika Road, Apewosika, Cape Coast, Cape Coast Metropolitan District, Central Region, CC145, Ghana, completed, 2560 students",city
ECU,-2.1900572,-79.8868669,recipient,2,"Ecuador, Guayaquil: Hogar der Nazareth Casa de acogida (eviv","Guayaquil, Guayas, Ecuador, completed, 15 students",city
SEN,14.4750607,-14.4529612,recipient,62,"Senegal, Zinguinchor: Primary school Zinguinchor","Sénégal, open, 800 students",city
KEN,-1.302398,36.8288509,recipient,0,"Kenya, Nairobi: The computers will serve the community by us","Nairobi, Zimmerman, Soko ya Mawe, Nairobi, Kenya, open, 500 students",city
IND,22.3511148,78.6677428,recipient,3,"India, Tiruvanamalai: WIDE Children's Home","India, open, 20 students",city
UGA,1.5661927,31.1480968,recipient,13,"Uganda, Hoima, Uganda: Education That Changes Lives of Refug","Hoima, Western Region, Uganda, open, 100 students",city
SEN,14.693425,-17.447938,recipient,2,"Senegal, Dakar: This project is to improve the quality of li","Dakar, Région de Dakar, Sénégal, completed, 19 students",city
CRI,9.6743365,-84.3740393,recipient,3,"Costa Rica, Mastatal: UCI Global Sustainability Group","Mastatal, Chires, Puriscal, San José, 10409, Costa Rica, completed, 9 students",city
CMR,5.4758844,10.4217852,recipient,4,"Cameroon, Bafoussam: Promote access to information technolog","Bafoussam, Bafoussam I, Communauté Urbaine de Bafoussam, Mifi, Ouest, Cameroun, open, 200 students",city
UGA,0.1869795,32.1382184,recipient,40,"Uganda, Mpigi Town: SINA Social Innovation Academy Magero Ch","Sempiira Church of Uganda Primary School, Kibibi - Bulo Road, Bugoye, Butambala, Central Region, Uganda, completed, 400 students",city
TUN,33.8669395,10.8841975,recipient,1,"Tunisia, Fatou Djerba: Tunesienhilfe Hr Schmidt","فاتو, معتمدية جربة حومة السوق, ولاية مدنين, 4180, تونس, completed, 2 students",city
ECU,-1.2740408,-78.6385736,recipient,3,"Ecuador, Ambato  - Tungurahua: ","Pontificia Universidad Católica del Ecuador Sede Ambato, Abelardo Moncayo, Ambato, Tungurahua, 180212, Ecuador, completed, 50 students",city
ECU,-1.2740408,-78.6385736,recipient,4,"Ecuador, Ambato  - Tungurahua: Promover el desarrollo integr","Pontificia Universidad Católica del Ecuador Sede Ambato, Abelardo Moncayo, Ambato, Tungurahua, 180212, Ecuador, completed, 100 students",city
ECU,-1.2740408,-78.6385736,recipient,4,"Ecuador, Ambato  - Tungurahua: ","Pontificia Universidad Católica del Ecuador Sede Ambato, Abelardo Moncayo, Ambato, Tungurahua, 180212, Ecuador, completed, 60 students",city
ECU,-1.2740408,-78.6385736,recipient,0,"Ecuador, Ambato  - Tungurahua: ","Pontificia Universidad Católica del Ecuador Sede Ambato, Abelardo Moncayo, Ambato, Tungurahua, 180212, Ecuador, completed, 60 students",city
ECU,-1.2740408,-78.6385736,recipient,2,"Ecuador, Ambato  - Tungurahua: Promover el desarrollo integr","Pontificia Universidad Católica del Ecuador Sede Ambato, Abelardo Moncayo, Ambato, Tungurahua, 180212, Ecuador, completed, 100 students",city
KEN,-1.2851452,36.7543879,recipient,2,"Kenya, Kawangware / Nairobi : Less Fortunatate Children Proj","VFC kenya, Amboseli Road, Gatina location, Gatina ward, Kawangware division, Dagoretti, Nairobi, Zimmerman, Nairobi, 54102, Kenya, open, 170 students",city
KEN,-4.05052,39.667169,recipient,22,"Kenya, Mombasa: Matterhorn Children Center","Mombasa, Tononoka ward, Mvita, Mombasa, 80100, Kenya, open, 250 students",city
IRL,52.6506255,-7.2514438,recipient,10,"Ireland, Kilkenny: Fr McGrath Centre - Homework Club","Kilkenny, County Kilkenny, Leinster, Éire / Ireland, completed, 110 students",city
ECU,-1.2422413,-78.6287594,recipient,7,"Ecuador, Ambato, Tungurahua: Fundación Don Bosco","Ambato, Tungurahua, Ecuador, completed, 200 students",city
CMR,5.6895254,9.4377028,recipient,20,"Cameroon, Bachuo Akagbe: Mamfe St. Ignatius of Loyola’s Coll","Bachuo Akagbe, Mamfé, Manyu, Southwest, Cameroun, completed, 64 students",city
TWN,22.7553667,121.1506,recipient,2,"Taiwan, Taitung: 推動環境教育，讓地球更美好","臺東縣, 臺灣, completed, 120 students",city
NPL,26.9328236,86.5196953,recipient,8,"Nepal, Udayapur: Nepal, Udayapur:  Shree Mahendra secondary ","उदयपुर जिल्ला, कोशी प्रदेश, 56300, नेपाल, completed, 213 students",city
PER,-16.3988667,-71.5369607,recipient,7,"Peru, Arequipa: Colegio Villa Independiente","Arequipa, 04001, Perú, open, 80 students",city
BLR,52.7581667,29.1036833,recipient,15,"Belarus, Dobrin: Sommerschule Dobrin (Initiative Tschernobyl","Добрын, Пратасаўскі сельскі Савет, Акцябрскі раён, Гомельская вобласць, 247319, Беларусь, completed, 135 students",city
BLR,54.0963334,28.3224192,recipient,15,"Belarus, Zhodino: Jugendzentrum Zhodino (Initiative Tscherno","Жодзіна, Мінская вобласць, Беларусь, completed, 200 students",city
BIH,44.7651882,16.6656827,recipient,5,"Bosnia and Herzegovina, Sanski Most: CIM Education for the y","Sanski Most, Općina Sanski Most, Unsko-sanski kanton, Federacija Bosne i Hercegovine, 79260, Bosna i Hercegovina / Босна и Херцеговина, completed, 50 students",city
CMR,5.7527723,9.315211,recipient,15,"Cameroon, Mamfe, Fotabong, Lewoh: Mamfe Blessed John XXIII C","Mamfé, Manyu, Southwest, Cameroun, completed, 80 students",city
CMR,5.7527723,9.315211,recipient,25,"Cameroon, Mamfe, Manyu Division: St. John College","Mamfé, Manyu, Southwest, Cameroun, completed, 125 students",city
CZE,49.7439047,15.3381061,recipient,4,"Czech Republic, Bartošovice v Orl.h. 84: Sdružení Neratov sc","Česko, completed, 12 students",city
KEN,-4.2945099,39.571219,recipient,100,"Kenya, Ukunda: UJUZI na UFUNDI Vocational Training Institute","Ukunda, Diani Beach Road, Gombato, Ukunda ward, Msambweni, Kwale, 80400, Kenya, completed, 100 students",city
NIC,11.930367,-85.9535387,recipient,5,"Nicaragua, Granada: Los Gusanitos - Education and care cente","Granada, 43000, Nicaragua, completed, 35 students",city
POL,49.5609053,22.207028,recipient,15,"Poland, Sanok: Zespó³ Szkó³ (Primary School and Middle Schoo","Sanok, powiat sanocki, województwo podkarpackie, 38-500, Polska, completed, 86 students",city
POL,50.7212452,23.2595799,recipient,7,"Poland, Zamość: Youth club in the old town","Zamość, województwo lubelskie, Polska, completed, 30 students",city
TZA,-3.3486456,37.3435249,recipient,10,"Tanzania, Moshi: NAFGEM","Moshi, Moshi Urban, Kilimanjaro, Northern Zone, 25107, Tanzania, completed, 100 students",city
THA,12.9243379,100.9372893,recipient,4,"Thailand, Nongprue: Nongprue school","สนามกีฬาหนองปรือ, ถนนหนองไม้แก่น, หนองปรือ, ห้วยใหญ่, อำเภอบางละมุง, จังหวัดชลบุรี, 20150, ประเทศไทย, completed, 700 students",city
UZB,42.4600229,59.6176603,recipient,6,"Uzbekistan, Nukus City: Friedensdorf SAU Soglom Avlod Uchun","Nókis, Nókis qalası hákimiyatı, Qaraqalpaqstan Respublikası, 230100, Oʻzbekiston, completed, 217 students",city
ZMB,-14.4434056,28.4465166,recipient,10,"Zambia, Kabwe: AIDS-Orphans and School Project BOCCS","Kabwe, Kabwe District, Central Province, Zambia, completed, 2000 students",city
HND,14.4527976,-87.6379227,recipient,4,"Honduras, Comayagua: A small contribution to create a better","Comayagua, Honduras, completed, 100 students",city
GHA,10.525509,-0.370179,recipient,8,"Ghana, Nalerigu, Northern Region: Miracle Brain School Compl","Nalerigu, East Mamprusi Municipal District, North East Region, Ghana, completed, 700 students",city
SOM,2.0349312,45.3419183,recipient,0,"Somalia, Mogadishu: Al-Jazeera Primary & Secondary School (A","Muqdisho مقديشو, Hamar Weyne حي حمروين, Banaadir بنادر, BN 09010, Soomaaliya الصومال, completed, 530 students",city
MAR,30.470651,-8.877922,recipient,2,"Morocco, Taroudant: The laptops will be used to provide cour","Taroudant تارودانت, Pachalik de Taroudant باشوية تارودانت, Province de Taroudant ⵜⴰⵙⴳⴰ ⵏ ⵜⴰⵔⵓⴷⴰⵏⵜ إقليم تارودانت, Souss-Massa ⵙⵓⵙⵙ-ⵎⴰⵙⵙⴰ سوس-ماسة, Maroc ⵍⵎⵖⵔⵉⴱ المغرب, open, 15 students",city
MAR,34.0218454,-6.8408929,recipient,2,"Morocco, Rabat: The laptops will be used in a two-days a wee","Rabat ⵔⴱⴰⵟ الرباط, باشوية الرباط, Préfecture de Rabat عمالة الرباط, Rabat-Salé-Kénitra ⵔⴱⴰⵟ-ⵙⵍⴰ-ⵇⵏⵉⵟⵔⴰ الرباط-سلا-القنيطرة, Maroc ⵍⵎⵖⵔⵉⴱ المغرب, open, 15 students",city
MAR,34.0218454,-6.8408929,recipient,2,"Morocco, Rabat: The laptops will be used in an association f","Rabat ⵔⴱⴰⵟ الرباط, باشوية الرباط, Préfecture de Rabat عمالة الرباط, Rabat-Salé-Kénitra ⵔⴱⴰⵟ-ⵙⵍⴰ-ⵇⵏⵉⵟⵔⴰ الرباط-سلا-القنيطرة, Maroc ⵍⵎⵖⵔⵉⴱ المغرب, open, 20 students",city
MEX,19.8407045,-97.5792998,recipient,0,"Mexico, Zacapoaxtla: A creative space for high school studen","Zacapoaxtla, Puebla, 73680, México, open, 53 students",city
CMR,3.4647431,12.0671921,recipient,16,"Cameroon, Medjémé (Endom): Les Retrouvailles Gemeinschaftspr","Medjeme I, Endom, Nyong-et-Foumou, Centre, Cameroun, completed, 193 students",city
THA,13.7524938,100.4935089,recipient,1,"Thailand, Bangkok: Asienhilfe (Hr Schmidt)","กรุงเทพมหานคร, ประเทศไทย, completed, 1 students",city
IND,26.8105777,73.7684549,recipient,29,"India, Rajasthan: Connect children with online teachers","Rajasthan, India, completed, 100 students",city
KHM,12.5433216,104.8144914,recipient,1,"Cambodia, Knat Commune: Computer resources for students to l","ព្រះរាជាណាចក្រ​កម្ពុជា, open, 147 students",city
NPL,27.6014624,86.7192321,recipient,20,"Nepal, Kharikhola: Nepal, Kharikhola: Kharikhola Higher seco","Kharikhola, Khumbupasanglahmu-01, Bupsa, खुम्बु पासाङल्हामु गाउँपालिका, सोलुखुम्बु जिल्ला, कोशी प्रदेश, नेपाल, open, 450 students",city
KEN,-1.302398,36.8288509,recipient,7,"Kenya, Nairobi: Mathare Slums, Mabatini, St. Michael Childre","Nairobi, Zimmerman, Soko ya Mawe, Nairobi, Kenya, completed, 300 students",city
TGO,6.8377994,0.7141511,recipient,2,"Togo, Agou Gare: Togo, Agou Nyogbo: Laptops for the library ","CEG Agou Gare, Route d'Atigbe Dzogbefeme, Agou Gadzépé, Région des Plateaux, Togo, completed, 600 students",city
IND,12.8641071,77.5544164,recipient,4,"India, Bangalore South : Project Defy","Bangalore South, Bengaluru Urban, Karnataka, India, completed, 25 students",city
MAR,31.2496355,-7.980004,recipient,8,"Morocco, Asni: La maison des filles scolarise à ASNI dans la","Asni ⴰⵙⵏⵉ أسني, Caïdat d'Asni, Cercle d'Asni, Province d'Al Haouz ⵜⴰⵙⴳⴰ ⵏ ⵍⵃⵓⵣ إقليم الحوز, Marrakech-Safi ⵎⵕⵕⴰⴽⵛ-ⴰⵙⴼⵉ مراكش-أسفي, Maroc ⵍⵎⵖⵔⵉⴱ المغرب, completed, 54 students",city
COD,-4.3196982,15.3424196,recipient,58,"Congo (Kinshasa), Kinshasa: Association Bana Foncobel Kimban","Kinshasa, République démocratique du Congo, completed, 250 students",city
CMR,4.1567895,9.2315915,recipient,20,"Cameroon, Buea: IT training for Dispossed (H4BFSCOOPS)","Buea, Fako, Southwest, Cameroun, completed, 655 students",city
CMR,3.4647431,12.0671921,recipient,16,"Cameroon, Medjémé (Endom): Ecole Publique de Medjémé 2","Medjeme I, Endom, Nyong-et-Foumou, Centre, Cameroun, completed, 259 students",city
TGO,6.9106565,0.6323982,recipient,9,"Togo, Kpalime, Plateaux Region: Kpalimé - Togo 'All for a be","Kpalimé, Région des Plateaux, Togo, completed, 28 students",city
NAM,-19.6284083,14.8433584,recipient,3,"Namibia, Kamanjab: Blydskap-Vorschule auf der Farm Marienhöh","Kamanjab, Kunene Region, 21004, Namibia, completed, 20 students",city
KHM,13.3617562,103.8590321,recipient,2,"Cambodia, Siem Reap: To provide computer education & interne","ក្រុងសៀមរាប, សៀមរាប, ខេត្តសៀមរាប, 123456, ព្រះរាជាណាចក្រ​កម្ពុជា, completed, 40 students",city
KHM,12.9256791,103.2317136,recipient,12,"Cambodia, Battambang: Teaching  Battambang children some bas","ខេត្តបាត់ដំបង, ព្រះរាជាណាចក្រ​កម្ពុជា, completed, 220 students",city
LKA,8.9812896,79.9043942,recipient,2,"Sri Lanka, Mannar: Thadchanamaruthamadhu School","Mannar, Mannar District, Northern Province, Sri Lanka, open, 305 students",city
DEU,51.4272925,6.8829192,recipient,13,"Germany, Mülheim an der Ruhr: BBWE Bildungswerk Mülheim an d","Mülheim an der Ruhr, Nordrhein-Westfalen, Deutschland, completed, 200 students",city
DEU,51.4272925,6.8829192,recipient,5,"Germany, Mülheim an der Ruhr: Katharinenschule Förderung Mig","Mülheim an der Ruhr, Nordrhein-Westfalen, Deutschland, completed, 200 students",city
UGA,0.9765706,34.2021869,recipient,8,"Uganda, Mbale: Nurses-Training school in Uganda","Mbale, Eastern Region, Uganda, completed, 140 students",city
ESP,39.5695818,2.6500745,recipient,1,"Spain, Palma de Mallorca: Fundación INDIG (SI Mallorca)","Palma, Illes Balears, España, completed, 50 students",city
ESP,39.5695818,2.6500745,recipient,8,"Spain, Palma de Mallorca: IMAS Centros de acogida y protecci","Palma, Illes Balears, España, completed, 360 students",city
COD,-1.6665685,29.225652,recipient,2,"Congo (Kinshasa), Goma: Yolé!Africa The Art of Empowering Yo","Goma, Nord-Kivu, République démocratique du Congo, open, 100 students",city
DEU,51.434999,6.759562,recipient,3,"Germany, Duisburg: Tausche Bildung für Wohnen","Duisburg, Nordrhein-Westfalen, Deutschland, completed, 70 students",city
MWI,-15.7862543,35.0035694,recipient,0,"Malawi, Blantyre: Teachers Support Blantyre","Blantyre, Southern Region, Malawi, open, 100 students",city
NPL,26.9328236,86.5196953,recipient,9,"Nepal, Udayapur: Nepal, Udayapur: Udaysi English Higher seco","उदयपुर जिल्ला, कोशी प्रदेश, 56300, नेपाल, open, 1028 students",city
NPL,27.9059127,85.7563055,recipient,8,"Nepal, Sindhupalchok: Nepal, Helambu: Yangrima School E-ICT ","सिन्धुपाल्चोक जिल्ला, बागमती प्रदेश, नेपाल, open, 185 students",city
NPL,28.9881272,80.5527199,recipient,16,"Nepal, Salleri: Nepal, Salleri: White Hills Higher Secondary","Salleri, Chure-06, Chure, कैलाली, सुदूरपश्चिम प्रदेश, नेपाल, open, 377 students",city
NPL,26.9328236,86.5196953,recipient,6,"Nepal, Udayapur: Nepal, Udayapur:  Shree Majkharka scecondar","उदयपुर जिल्ला, कोशी प्रदेश, 56300, नेपाल, open, 362 students",city
LAO,20.0171109,103.378253,recipient,31,"Laos, Ban Phone Ngeng: Introduce elementary school students ","ປະເທດລາວ, open, 100 students",city
